description,price,rating,review_count,url
"itel A47 (Ice Lake Blue, 2GB RAM, 32GB Storage, 5.5'' HD+ IPS Display)","5,499",3.9 out of 5 stars,137,https://www.amazon.in/itel-Lake-Blue-Storage-Display/dp/B08TN6F939/ref=sr_1_106?dchild=1&keywords=phones&qid=1621697218&sr=8-106
"Gionee F8 Neo (Black) 2GB Ram 32GB ROM, Face Unlock,Smart Gestures, Full View Display","5,199",3.5 out of 5 stars,46,https://www.amazon.in/Gionee-F8-Neo-Gestures-Display/dp/B08M3R6ZZ5/ref=sr_1_107?dchild=1&keywords=phones&qid=1621697218&sr=8-107
"Panasonic Eluga I8 (Black, 3GB RAM, 32GB Storage)","6,499",3.7 out of 5 stars,943,https://www.amazon.in/Panasonic-Eluga-I8-Black-Storage/dp/B085W2P4WV/ref=sr_1_108?dchild=1&keywords=phones&qid=1621697218&sr=8-108
"I KALL K800 4G Smartphone (2GB, 16GB, 5.5 Inch) (Gold)","4,170",1.0 out of 5 stars,2,https://www.amazon.in/KALL-K800-Smartphone-16GB-Inch/dp/B0928LXBL1/ref=sr_1_110?dchild=1&keywords=phones&qid=1621697218&sr=8-110
"itel Vision2 (Gradation Green, 6.6'' HD+ IPS Dot-in Display, 2GB RAM, 32 GB Storage, 13MP Triple Camera)","6,999",,,https://www.amazon.in/itel-Vision2-Gradation-Display-Storage/dp/B093ZYNJ6Z/ref=sr_1_111?dchild=1&keywords=phones&qid=1621697218&sr=8-111
"Infinix Hot 9 Pro (Quetzal Cyan, 4GB RAM, 64GB Storage)","10,999",,,https://www.amazon.in/Infinix-Hot-Pro-Quetzal-Storage/dp/B09492DBDC/ref=sr_1_112?dchild=1&keywords=phones&qid=1621697218&sr=8-112
Micromax X754 Gunmetal Grey,"1,315",4.6 out of 5 stars,6,https://www.amazon.in/Micromax-X754-Gunmetal-Grey/dp/B08VW6BC6K/ref=sr_1_114?dchild=1&keywords=phones&qid=1621697223&sr=8-114
"I KALL K380 Smartphone (7.12 Inch, 4GB, 32GB) (Blue)","6,599",,,https://www.amazon.in/KALL-K380-Smartphone-7-12-Inch/dp/B0957QXJTC/ref=sr_1_117?dchild=1&keywords=phones&qid=1621697223&sr=8-117
"itel Vision2 (Deep Blue, 6.6'' HD+ IPS Dot-in Display, 2GB RAM, 32 GB Storage, 13MP Triple Camera)","6,999",,,https://www.amazon.in/itel-Vision2-Display-Storage-Triple/dp/B093ZXYKTN/ref=sr_1_119?dchild=1&keywords=phones&qid=1621697223&sr=8-119
"KECHAODAK115 Slim Card Size Dual Sim Phone with External Memory Slot (1.44Inch, Silver)",990,3.5 out of 5 stars,10,https://www.amazon.in/KECHAODAK115-External-Memory-1-44Inch-Silver/dp/B07CTGCXLH/ref=sr_1_120?dchild=1&keywords=phones&qid=1621697223&sr=8-120
"realme C21 (Cross Black, 4GB RAM, 64GB Storage) Without Offers","9,760",3.3 out of 5 stars,8,https://www.amazon.in/realme-Cross-Storage-Without-Offers/dp/B092DYH9VM/ref=sr_1_121?dchild=1&keywords=phones&qid=1621697223&sr=8-121
KECHAODA K115 Slim Card Size Dual Sim Phone with External Memory Slot and 1.44-inch Display(Gold),"1,049",5.0 out of 5 stars,4,https://www.amazon.in/KECHAODA-External-Memory-1-44-inch-Display/dp/B07CTLZSQ3/ref=sr_1_122?dchild=1&keywords=phones&qid=1621697223&sr=8-122
"Vivo Y91i (Black, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","7,990",4.2 out of 5 stars,"1,580",https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/dp/B086KCCSF7/ref=sr_1_123?dchild=1&keywords=phones&qid=1621697223&sr=8-123
"Samsung Galaxy M12 (White,6GB RAM, 128GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","12,499",4.0 out of 5 stars,"11,644",https://www.amazon.in/Samsung-Galaxy-M12-Storage-Processor/dp/B08XGMNKYW/ref=sr_1_124?dchild=1&keywords=phones&qid=1621697223&sr=8-124
"Oppo A54 (Crystal Black, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers, Large","13,490",5.0 out of 5 stars,1,https://www.amazon.in/Oppo-Crystal-Storage-Additional-Exchange/dp/B08ZJTBSLD/ref=sr_1_126?dchild=1&keywords=phones&qid=1621697223&sr=8-126
"Redmi 9 Power (Fiery Red, 4GB RAM, 64GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera","10,000",4.2 out of 5 stars,"26,989",https://www.amazon.in/Test-Exclusive_2020_1114-Multi-3GB-Storage/dp/B089MSG569/ref=sr_1_127?dchild=1&keywords=phones&qid=1621697223&sr=8-127
"Samsung Galaxy M02 (Black,2GB RAM, 32GB Storage)","6,799",3.8 out of 5 stars,"7,299",https://www.amazon.in/Samsung-Galaxy-Black-32GB-Storage/dp/B08T2NNT4S/ref=sr_1_129?dchild=1&keywords=phones&qid=1621697226&sr=8-129
"realme narzo 30A (Laser Black, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","9,499",4.5 out of 5 stars,11,https://www.amazon.in/realme-Storage-Additional-Exchange-Offers/dp/B092QKN6B5/ref=sr_1_135?dchild=1&keywords=phones&qid=1621697226&sr=8-135
Micromax X749 Silver Phone,"1,234",3.9 out of 5 stars,71,https://www.amazon.in/Micromax-Micormax-X749-Silver/dp/B084TK8R7Q/ref=sr_1_136?dchild=1&keywords=phones&qid=1621697226&sr=8-136
"Realme C20 (Cool Blue, 2GB RAM, 32GB Storage)","7,798",,,https://www.amazon.in/Realme-Cool-Blue-32GB-Storage/dp/B092DXMKG6/ref=sr_1_137?dchild=1&keywords=phones&qid=1621697226&sr=8-137
"Samsung Galaxy M02s (Blue,3GB RAM, 32GB Storage) | 5000 mAh | Triple Camera","8,999",4.1 out of 5 stars,"8,539",https://www.amazon.in/Samsung-Galaxy-Storage-Triple-Camera/dp/B08RSWTH32/ref=sr_1_138?dchild=1&keywords=phones&qid=1621697226&sr=8-138
"Vivo V20 2021 Sunset Melody, 8GB RAM, 128GB Storage","22,990",4.4 out of 5 stars,"1,240",https://www.amazon.in/Test-Exclusive-TST_Exclusive1015-3GB-Storage/dp/B07SCP3TNB/ref=sr_1_139?dchild=1&keywords=phones&qid=1621697226&sr=8-139
"Samsung Galaxy M42 5G (Prism Dot Black, 6GB RAM, 128GB Storage)","21,999",4.2 out of 5 stars,580,https://www.amazon.in/Samsung-Galaxy-Prism-Black-Storage/dp/B092J3P3RD/ref=sr_1_140?dchild=1&keywords=phones&qid=1621697226&sr=8-140
"Samsung Galaxy M31 (Iceberg Blue, 6GB RAM, 128GB Storage)","14,999",4.3 out of 5 stars,"180,396",https://www.amazon.in/Samsung-Galaxy-Iceberg-128GB-Storage/dp/B085HZYM54/ref=sr_1_141?dchild=1&keywords=phones&qid=1621697226&sr=8-141
"Samsung Galaxy M02s (Black,4GB RAM, 64GB Storage) | 5000 mAh | Triple Camera","9,999",4.1 out of 5 stars,"8,539",https://www.amazon.in/Samsung-Galaxy-Storage-Triple-Camera/dp/B08RSXPPFY/ref=sr_1_144?dchild=1&keywords=phones&qid=1621697226&sr=8-144
"Redmi 9 (Sky Blue, 4GB RAM, 128GB Storage) | 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor","9,999",4.2 out of 5 stars,"36,133",https://www.amazon.in/Test-Dummy_March_2020_87-Black-128BG-Storage/dp/B086984LJV/ref=sr_1_145?dchild=1&keywords=phones&qid=1621697231&sr=8-145
"Tecno Spark 7 (Magnet Black, 3GB RAM, 64 GB Storage) - 6000mAh Battery|16 MP Dual Camera| 6.52” Dot Notch Display","8,499",3.9 out of 5 stars,111,https://www.amazon.in/Tecno-Spark-Magnet-Black-Storage/dp/B091FHC2WT/ref=sr_1_147?dchild=1&keywords=phones&qid=1621697231&sr=8-147
"Samsung Galaxy M02 (Red,2GB RAM, 32GB Storage)","6,799",3.8 out of 5 stars,"7,299",https://www.amazon.in/Samsung-Galaxy-M02-32GB-Storage/dp/B08T2QQYHJ/ref=sr_1_150?dchild=1&keywords=phones&qid=1621697231&sr=8-150
"Motorola Moto E6s Phone (Polished Graphite, 64 GB, 4 GB RAM)","9,899",3.9 out of 5 stars,50,https://www.amazon.in/Motorola-Moto-Phone-Polished-Graphite/dp/B07ZJ7ZWFX/ref=sr_1_152?dchild=1&keywords=phones&qid=1621697231&sr=8-152
"Research in motion-BB BlackBerry Bold 9700 with 3.15 MP, AF -Black","5,999",1.0 out of 5 stars,1,https://www.amazon.in/Research-motion-BB-BlackBerry-9700-Black/dp/B08YXPL92X/ref=sr_1_153?dchild=1&keywords=phones&qid=1621697231&sr=8-153
"Samsung Galaxy M31 (Ocean Blue, 8GB RAM, 128GB Storage)","16,999",4.3 out of 5 stars,"180,396",https://www.amazon.in/Samsung-Galaxy-Ocean-128GB-Storage/dp/B07HG8S7KP/ref=sr_1_154?dchild=1&keywords=phones&qid=1621697231&sr=8-154
"Tecno Spark 7 (Magnet Black, 2GB RAM, 32 GB Storage) - 6000mAh Battery|16 MP Dual Camera| 6.52” Dot Notch Display","7,499",3.9 out of 5 stars,111,https://www.amazon.in/Tecno-Spark-Magnet-Black-Storage/dp/B091FL32FW/ref=sr_1_155?dchild=1&keywords=phones&qid=1621697231&sr=8-155
"Kechaoda A26 Dual Sim Mobile Phone (Bluetooth Size,Silver, 16MB)",945,3.9 out of 5 stars,210,https://www.amazon.in/Kechaoda-A26-Mobile-Bluetooth-Silver/dp/B083Y3G69M/ref=sr_1_158?dchild=1&keywords=phones&qid=1621697231&sr=8-158
"Vivo Y51A (Titanium Sapphire, 8GB, 128GB Storage) with No Cost EMI/Additional Exchange Offers","17,990",4.1 out of 5 stars,312,https://www.amazon.in/Vivo-Y51A-Titanium-Sapphire-Additional/dp/B08LRDP2Q6/ref=sr_1_162?dchild=1&keywords=phones&qid=1621697235&sr=8-162
"Nillkin Screen Guard for Asus Rog Phone 3 / Asus Rog Phone 3 Strix (6.59"" Inch) Whole Set Version Super Clear Front + Camera Sticker",899,5.0 out of 5 stars,1,https://www.amazon.in/Nillkin-Screen-Version-Camera-Sticker/dp/B08HHD26MJ/ref=sr_1_163?dchild=1&keywords=phones&qid=1621697235&sr=8-163
"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)","16,999",4.3 out of 5 stars,"64,185",https://www.amazon.in/Samsung-Galaxy-Mirage-128GB-Storage/dp/B07DJCJBB3/ref=sr_1_165?dchild=1&keywords=phones&qid=1621697235&sr=8-165
"Vivo Y91i (Ocean Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","7,990",4.2 out of 5 stars,"1,580",https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/dp/B086KF2QYN/ref=sr_1_166?dchild=1&keywords=phones&qid=1621697235&sr=8-166
"(Renewed) Samsung Galaxy M02 (Blue,3GB RAM, 32GB Storage)","6,999",,,https://www.amazon.in/Renewed-Samsung-Galaxy-Blue-Storage/dp/B094PJTTR2/ref=sr_1_167?dchild=1&keywords=phones&qid=1621697235&sr=8-167
BLACKBERY BLACKBERRY 9720 (Pink),"3,999",3.8 out of 5 stars,5,https://www.amazon.in/BLACKBERY-BLACKBERRY-9720-PINK/dp/B07C7YDJSK/ref=sr_1_168?dchild=1&keywords=phones&qid=1621697235&sr=8-168
"Samsung Galaxy M31 (Space Black, 8GB RAM, 128GB Storage)","16,999",4.3 out of 5 stars,"180,396",https://www.amazon.in/Samsung-Galaxy-Space-Black-Storage/dp/B07HGLM366/ref=sr_1_171?dchild=1&keywords=phones&qid=1621697235&sr=8-171
"Mi Redmi 6A (Rose Gold, 2GB RAM, 16GB Storage)","6,999",4.2 out of 5 stars,"77,622",https://www.amazon.in/Redmi-6A-Rose-Gold-Storage/dp/B0756VP795/ref=sr_1_174?dchild=1&keywords=phones&qid=1621697235&sr=8-174
"Samsung Galaxy M11 (Violet, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","8,999",4.1 out of 5 stars,684,https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B086KCC68B/ref=sr_1_176?dchild=1&keywords=phones&qid=1621697235&sr=8-176
"Samsung Galaxy M02s (Blue,4GB RAM, 64GB Storage) | 5000 mAh | Triple Camera","9,999",4.1 out of 5 stars,"8,539",https://www.amazon.in/Samsung-Galaxy-Storage-Triple-Camera/dp/B08RSY2653/ref=sr_1_177?dchild=1&keywords=phones&qid=1621697238&sr=8-177
"Mi Redmi 6A (Blue, 2GB RAM, 16GB Storage)","6,978",4.2 out of 5 stars,"77,622",https://www.amazon.in/Redmi-6A-Blue-16GB-Storage/dp/B07DJD1H1D/ref=sr_1_180?dchild=1&keywords=phones&qid=1621697238&sr=8-180
G'Five U220 || Dual Sim || Open FM || Vibration || Auto Call Recorder || SOS Button || 1 Year Warranty (Black Blue),709,,,https://www.amazon.in/GFive-U220-Vibration-Recorder-Warranty/dp/B08THL6MX5/ref=sr_1_181?dchild=1&keywords=phones&qid=1621697238&sr=8-181
"realme 8 5G (8 GB RAM, 128GB ROM) (Supersonic Blue)","17,966",3.3 out of 5 stars,3,https://www.amazon.in/realme-RAM-128GB-Supersonic-Blue/dp/B093LKMPTY/ref=sr_1_182?dchild=1&keywords=phones&qid=1621697238&sr=8-182
"KECHAODA K10 Finger Bluetooth Phone, Single SIM, 0.66-inch Display, 300mAh Battery, Wireless FM, BIS Certified (Rose Gold)",949,3.7 out of 5 stars,19,https://www.amazon.in/Kechaoda-K10-Bluetooth-0-66-inch-Certified/dp/B07DX9GXKP/ref=sr_1_183?dchild=1&keywords=phones&qid=1621697238&sr=8-183
"OnePlus 9R 5G (Lake Blue, 8GB RAM, 128GB Storage) | Extra INR 2,000 OFF on Exchange | NCEMI upto 9 months","39,999",4.2 out of 5 stars,"1,770",https://www.amazon.in/Test-Exclusive_2020_1180-Multi-3GB-Storage/dp/B089MT34QL/ref=sr_1_184?dchild=1&keywords=phones&qid=1621697238&sr=8-184
"OPPO A15 (Dynamic Black, 3GB RAM, 32GB Storage)","9,990",4.2 out of 5 stars,677,https://www.amazon.in/Test-TST_Exclusive1020-Exclusive-1020/dp/B0844516JL/ref=sr_1_185?dchild=1&keywords=phones&qid=1621697238&sr=8-185
"Vivo Y31 (Racing Black, 6GB, 128GB Storage) with No Cost EMI/Additional Exchange Offers","16,490",4.4 out of 5 stars,157,https://www.amazon.in/Vivo-Y31-Storage-Additional-Exchange/dp/B08LRDHLQM/ref=sr_1_188?dchild=1&keywords=phones&qid=1621697238&sr=8-188
"OPPO A52 (Stream White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","13,990",4.2 out of 5 stars,"9,702",https://www.amazon.in/Stream-Storage-Additional-Exchange-Offers/dp/B086KCD5YS/ref=sr_1_189?dchild=1&keywords=phones&qid=1621697238&sr=8-189
"Snexian Guru 310 Dual Sim , Blue",619,2.7 out of 5 stars,22,https://www.amazon.in/Snexian-Guru-310-Mobile-Phone/dp/B0796TXT11/ref=sr_1_190?dchild=1&keywords=phones&qid=1621697238&sr=8-190
"Samsung Galaxy A21S Blue, 6GB RAM, 64GB Storage","15,480",3.9 out of 5 stars,"2,442",https://www.amazon.in/Samsung-Galaxy-Storage-Without-Offer/dp/B086KDJGVR/ref=sr_1_192?dchild=1&keywords=phones&qid=1621697238&sr=8-192
"Vivo Y20i (Dawn White, 3GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","11,490",4.3 out of 5 stars,369,https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/dp/B089MRYGR6/ref=sr_1_193?dchild=1&keywords=phones&qid=1621697242&sr=8-193
"Samsung Galaxy M02 (Black,3GB RAM, 32GB Storage)","7,299",3.8 out of 5 stars,"7,299",https://www.amazon.in/Samsung-Galaxy-Black-32GB-Storage/dp/B08T2QR7NK/ref=sr_1_195?dchild=1&keywords=phones&qid=1621697242&sr=8-195
"Samsung Galaxy M31s (Mirage Black, 6GB RAM, 128GB Storage)","16,999",4.3 out of 5 stars,"64,185",https://www.amazon.in/Samsung-Galaxy-Mirage-Black-Storage/dp/B07DJD1XZ4/ref=sr_1_197?dchild=1&keywords=phones&qid=1621697242&sr=8-197
Energizer Hardcase E100,"1,399",3.8 out of 5 stars,7,https://www.amazon.in/Energizer-Energy-100-Hardcase-E100/dp/B08TRC3KVV/ref=sr_1_198?dchild=1&keywords=phones&qid=1621697242&sr=8-198
"Lenovo A7 (Blue 4GB RAM, 64GB Internal Memory)","8,990",3.3 out of 5 stars,62,https://www.amazon.in/Lenovo-Blue-64GB-Internal-Memory/dp/B08H4NTTP7/ref=sr_1_199?dchild=1&keywords=phones&qid=1621697242&sr=8-199
"I KALL K260 Smartphone (5.5 Inch, 2GB, 16GB, 4000 mAh Battery) (Blue)","4,752",1.5 out of 5 stars,7,https://www.amazon.in/KALL-K260-Smartphone-Inch-Battery/dp/B0928M7ZL1/ref=sr_1_205?dchild=1&keywords=phones&qid=1621697242&sr=8-205
"Vivo V17 (Midnight Ocean, 8GB RAM, 128GB Storage)","19,900",4.3 out of 5 stars,"3,394",https://www.amazon.in/Vivo-Midnight-Storage-Additional-Exchange/dp/B07XD2HY9L/ref=sr_1_206?dchild=1&keywords=phones&qid=1621697242&sr=8-206
"Samsung Galaxy M42 5G (Prism Dot Black, 8GB RAM, 128GB Storage)","23,999",4.2 out of 5 stars,580,https://www.amazon.in/Samsung-Galaxy-Prism-Black-Storage/dp/B092J4F8MS/ref=sr_1_207?dchild=1&keywords=phones&qid=1621697242&sr=8-207
"Realme C12 (Power Sliver, 3GB RAM, 32GB Storage) Without Offer","8,800",4.1 out of 5 stars,515,https://www.amazon.in/Realme-C12-Power-Silver-RAM/dp/B08GJKB18B/ref=sr_1_208?dchild=1&keywords=phones&qid=1621697242&sr=8-208
"Realme C12 (Power Sliver, 3GB RAM, 32GB Storage) Without Offer","8,800",4.1 out of 5 stars,515,https://www.amazon.in/Realme-C12-Power-Silver-RAM/dp/B08GJKB18B/ref=sr_1_209?dchild=1&keywords=phones&qid=1621697245&sr=8-209
"I KALL K4 Smartphone (5.5 Inch, 2GB, 16GB) (Red)","4,170",,,https://www.amazon.in/KALL-K4-Smartphone-Inch-16GB/dp/B09575WKPV/ref=sr_1_210?dchild=1&keywords=phones&qid=1621697245&sr=8-210
"I KALL K800 4G Smartphone (2GB, 16GB, 5.5 Inch) (Red)","4,170",1.0 out of 5 stars,2,https://www.amazon.in/KALL-K800-Smartphone-16GB-Inch/dp/B0928N2GLT/ref=sr_1_211?dchild=1&keywords=phones&qid=1621697245&sr=8-211
"KECHAODA K115 Slim Card Size Dual Sim Phone with External Memory Slot 1.44 inch Display Charging Cable in Box, No Charger or Earphone(Black)","1,099",3.6 out of 5 stars,13,https://www.amazon.in/KECHAODA-External-Display-Charging-Earphone/dp/B07CTGX5TD/ref=sr_1_213?dchild=1&keywords=phones&qid=1621697245&sr=8-213
India Gadgets - S88 Pro Dual Sim Mobile Phone: Large 10000mAh Battery: 6.3 Inch FHD+ IPS Screen: 6Gb Ram + 128Gb ROM: Iron Man Eye Led Notification Light: Android 10.0: Wireless Charging (Black),"31,500",4.6 out of 5 stars,6,https://www.amazon.in/India-Gadgets-10000mAh-Notification-Wireless/dp/B08CTDQYQG/ref=sr_1_214?dchild=1&keywords=phones&qid=1621697245&sr=8-214
"Huawei P30 Pro Dual-SIM (Breathing Crystal, 8GB RAM, 128GB Storage) Phone","57,990",4.7 out of 5 stars,"1,112",https://www.amazon.in/Huawei-Dual-SIM-Breathing-Crystal-Storage/dp/B07PZSNLV2/ref=sr_1_215?dchild=1&keywords=phones&qid=1621697245&sr=8-215
"Redmi 9 Prime (Matte Black, 4GB RAM, 128GB Storage) - Full HD+ Display & AI Quad Camera","10,999",4.3 out of 5 stars,"37,950",https://www.amazon.in/Redmi-Prime-Storage-Display-Camera/dp/B08699CZBC/ref=sr_1_216?dchild=1&keywords=phones&qid=1621697245&sr=8-216
"I KALL K4 Smartphone (5.5 Inch, 2GB, 16GB) (Blue)","4,170",,,https://www.amazon.in/KALL-K4-Smartphone-Inch-16GB/dp/B0956YJMPD/ref=sr_1_217?dchild=1&keywords=phones&qid=1621697245&sr=8-217
"Coolpad Cool 5 (Gradient Blue, 4GB RAM, 64GB Storage)","7,999",3.3 out of 5 stars,"1,958",https://www.amazon.in/Coolpad-Cool-Gradient-Blue-Storage/dp/B07XC644PR/ref=sr_1_218?dchild=1&keywords=phones&qid=1621697245&sr=8-218
"Oppo A52 (Twilight Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","13,990",4.2 out of 5 stars,"9,702",https://www.amazon.in/Oppo-Twilight-Storage-Additional-Exchange/dp/B086KCDPMR/ref=sr_1_219?dchild=1&keywords=phones&qid=1621697245&sr=8-219
"realme C25 (Watery Blue, 4GB RAM+128GB Storage) with No Cost EMI/Additional Exchange Offers","11,490",,,https://www.amazon.in/realme-Watery-Storage-Additional-Exchange/dp/B093C4HSQH/ref=sr_1_220?dchild=1&keywords=phones&qid=1621697245&sr=8-220
"Nillkin Case for Xiaomi Poco Phone F2 Pro/Redmi K30 Pro (6.67"" Inch) Super Frosted Hard Back Cover PC Red Color",499,,,https://www.amazon.in/Nillkin-Xiaomi-Phone-Redmi-Frosted/dp/B08BZPQFR9/ref=sr_1_221?dchild=1&keywords=phones&qid=1621697245&sr=8-221
Mobiistar XQ Dual Black,"7,490",3.6 out of 5 stars,17,https://www.amazon.in/Mobiistar-XQ-Dual-Black/dp/B07MKYDMB3/ref=sr_1_223?dchild=1&keywords=phones&qid=1621697245&sr=8-223
Beetel M60 Corded Phone (Black),"1,320",3.8 out of 5 stars,4,https://www.amazon.in/Beetel-M60-Corded-Phone-Black/dp/B00KCI93I0/ref=sr_1_225?dchild=1&keywords=phones&qid=1621697249&sr=8-225
"Mi 10i 5G (Pacific Sunrise, 6GB RAM, 128GB Storage) - 108MP Quad Camera | Snapdragon 750G Processor | Extra INR 1,000 Off Through Coupons","21,999",4.2 out of 5 stars,"14,319",https://www.amazon.in/Test-Exclusive_2020_1129-Multi-3GB-Storage/dp/B089MV3MV7/ref=sr_1_229?dchild=1&keywords=phones&qid=1621697249&sr=8-229
"Blackview India Gadgets - BV5500 Plus Mobile Phone: Android 10: 5.5"" HD IPS Screen: Large 4400mAH Battery: IP68 Waterproof Drop Proof Rugged Smartphone (Yellow)","15,500",2.2 out of 5 stars,3,https://www.amazon.in/Blackview-India-Gadgets-Waterproof-Smartphone/dp/B08P2HJS5L/ref=sr_1_230?dchild=1&keywords=phones&qid=1621697249&sr=8-230
Xifo Leeco LETV X527 (3 GB 32 GB) 4G Volte Smartphone (Gold),"5,785",5.0 out of 5 stars,1,https://www.amazon.in/Xifo-Leeco-LETV-Volte-Smartphone/dp/B0922TKRCN/ref=sr_1_231?dchild=1&keywords=phones&qid=1621697249&sr=8-231
"Samsung Galaxy M02 (Gray,3GB RAM, 32GB Storage)","7,299",3.8 out of 5 stars,"7,299",https://www.amazon.in/Samsung-Galaxy-Gray-32GB-Storage/dp/B08T2NPWNF/ref=sr_1_232?dchild=1&keywords=phones&qid=1621697249&sr=8-232
"Lenovo A7 (Black, 4GB RAM, 64GB Storage, 4000mAh Battery)","8,970",3.4 out of 5 stars,205,https://www.amazon.in/Lenovo-Black-Storage-4000mAh-Battery/dp/B08H1V21HK/ref=sr_1_235?dchild=1&keywords=phones&qid=1621697249&sr=8-235
"IKALL K200 Gold, 2GB RAM, 16GB Storage","4,299",2.2 out of 5 stars,4,https://www.amazon.in/IKALL-K200-Gold-16GB-Storage/dp/B08VNKRL2D/ref=sr_1_237?dchild=1&keywords=phones&qid=1621697249&sr=8-237
"Realme narzo 30 Pro (Blade Sliver, 6GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","16,999",3.5 out of 5 stars,8,https://www.amazon.in/Realme-Sliver-Storage-Additional-Exchange/dp/B092QGN8C6/ref=sr_1_238?dchild=1&keywords=phones&qid=1621697249&sr=8-238
SHIVANSH i Smart i1 Supreme 4G Mobile Phone 2 GB 32 GB (Red),"5,290",1.0 out of 5 stars,1,https://www.amazon.in/SHIVANSH-Smart-i1-Supreme-Mobile/dp/B08FDLL7TT/ref=sr_1_239?dchild=1&keywords=phones&qid=1621697249&sr=8-239
"Redmi 9 Prime (Sunrise Flare, 4GB RAM, 128GB Storage) - Full HD+ Display & AI Quad Camera","10,999",4.3 out of 5 stars,"37,950",https://www.amazon.in/Redmi-Prime-Sunrise-Storage-Display/dp/B086984LJ3/ref=sr_1_240?dchild=1&keywords=phones&qid=1621697249&sr=8-240
